MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20130430,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-30,2013-05-06,1
20130423,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-23,2013-04-29,1
20130416,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-16,2013-04-22,1
20130409,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-09,2013-04-15,1
20130402,WA,94.18,5.82,0.00,0.00,0.00,0.00,2013-04-02,2013-04-08,1
20130326,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-26,2013-04-01,1
20130319,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-19,2013-03-25,1
20130312,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-12,2013-03-18,1
20130305,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-05,2013-03-11,1
20130226,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-26,2013-03-04,1
20130219,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-19,2013-02-25,1
20130212,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-12,2013-02-18,1
20130205,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-05,2013-02-11,1
20130129,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-29,2013-02-04,1
20130122,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-22,2013-01-28,1
20130115,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-15,2013-01-21,1
20130108,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-08,2013-01-14,1
20130101,WA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-01,2013-01-07,1
20121225,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121218,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-18,2012-12-24,1
20121211,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-11,2012-12-17,1
20121204,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-04,2012-12-10,1
20121127,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-27,2012-12-03,1
20121120,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-20,2012-11-26,1
20121113,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-13,2012-11-19,1
20121106,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-06,2012-11-12,1
20121030,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-30,2012-11-05,1
20121023,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-23,2012-10-29,1
20121016,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-16,2012-10-22,1
20121009,WA,84.27,15.73,0.00,0.00,0.00,0.00,2012-10-09,2012-10-15,1
20121002,WA,99.99,0.01,0.00,0.00,0.00,0.00,2012-10-02,2012-10-08,1
20120925,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-09-25,2012-10-01,1
20120918,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-09-18,2012-09-24,1
20120911,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-09-11,2012-09-17,1
20120904,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-09-04,2012-09-10,1
20120828,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-08-28,2012-09-03,1
20120821,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-08-21,2012-08-27,1
20120814,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-08-14,2012-08-20,1
20120807,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-08-07,2012-08-13,1
20120731,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-07-31,2012-08-06,1
20120724,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-07-24,2012-07-30,1
20120717,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-07-17,2012-07-23,1
20120710,WA,85.32,14.68,4.07,0.00,0.00,0.00,2012-07-10,2012-07-16,1
20120703,WA,85.32,14.68,4.07,0.00,0.00,0.00,2012-07-03,2012-07-09,1
20120626,WA,85.32,14.68,3.55,0.00,0.00,0.00,2012-06-26,2012-07-02,1
20120619,WA,85.32,14.68,3.55,0.00,0.00,0.00,2012-06-19,2012-06-25,1
20120612,WA,85.32,14.68,3.55,0.00,0.00,0.00,2012-06-12,2012-06-18,1
20120605,WA,79.15,20.85,3.55,0.00,0.00,0.00,2012-06-05,2012-06-11,1
20120529,WA,78.87,21.13,3.55,0.00,0.00,0.00,2012-05-29,2012-06-04,1
20120522,WA,78.87,21.13,3.55,0.00,0.00,0.00,2012-05-22,2012-05-28,1
20120515,WA,78.87,21.13,3.78,0.00,0.00,0.00,2012-05-15,2012-05-21,1
20120508,WA,78.87,21.13,3.78,0.00,0.00,0.00,2012-05-08,2012-05-14,1
20120501,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-05-01,2012-05-07,1
20120424,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-04-24,2012-04-30,1
20120417,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-04-17,2012-04-23,1
20120410,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-04-10,2012-04-16,1
20120403,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-04-03,2012-04-09,1
20120327,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-03-27,2012-04-02,1
20120320,WA,72.36,27.64,9.29,0.00,0.00,0.00,2012-03-20,2012-03-26,1
20120313,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-03-13,2012-03-19,1
20120306,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-03-06,2012-03-12,1
20120228,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-02-28,2012-03-05,1
20120221,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-02-21,2012-02-27,1
20120214,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-02-14,2012-02-20,1
20120207,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-02-07,2012-02-13,1
20120131,WA,53.50,46.50,20.48,0.00,0.00,0.00,2012-01-31,2012-02-06,1
20120124,WA,53.48,46.52,20.48,0.00,0.00,0.00,2012-01-24,2012-01-30,1
20120117,WA,53.17,46.83,20.89,0.00,0.00,0.00,2012-01-17,2012-01-23,1
20120110,WA,53.17,46.83,20.89,0.00,0.00,0.00,2012-01-10,2012-01-16,1
20120103,WA,53.17,46.83,0.00,0.00,0.00,0.00,2012-01-03,2012-01-09,1
20111227,WA,53.31,46.69,0.00,0.00,0.00,0.00,2011-12-27,2012-01-02,1
20111220,WA,79.79,20.21,0.00,0.00,0.00,0.00,2011-12-20,2011-12-26,1
20111213,WA,79.79,20.21,0.00,0.00,0.00,0.00,2011-12-13,2011-12-19,1
20111206,WA,79.79,20.21,0.00,0.00,0.00,0.00,2011-12-06,2011-12-12,1
20111129,WA,85.30,14.70,0.00,0.00,0.00,0.00,2011-11-29,2011-12-05,1
20111122,WA,85.24,14.76,0.00,0.00,0.00,0.00,2011-11-22,2011-11-28,1
20111115,WA,85.24,14.76,0.00,0.00,0.00,0.00,2011-11-15,2011-11-21,1
20111108,WA,89.19,10.81,0.00,0.00,0.00,0.00,2011-11-08,2011-11-14,1
20111101,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-01,2011-11-07,1
20111025,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-25,2011-10-31,1
20111018,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-18,2011-10-24,1
20111011,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-11,2011-10-17,1
20111004,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-04,2011-10-10,1
20110927,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-27,2011-10-03,1
20110920,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-20,2011-09-26,1
20110913,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-13,2011-09-19,1
20110906,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-06,2011-09-12,1
20110830,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-30,2011-09-05,1
20110823,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-23,2011-08-29,1
20110816,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-16,2011-08-22,1
20110809,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-09,2011-08-15,1
20110802,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-02,2011-08-08,1
20110726,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-26,2011-08-01,1
20110719,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-19,2011-07-25,1
20110712,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-12,2011-07-18,1
20110705,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-05,2011-07-11,1
20110628,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-28,2011-07-04,1
20110621,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-21,2011-06-27,1
20110614,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-14,2011-06-20,1
20110607,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-07,2011-06-13,1
20110531,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-31,2011-06-06,1
20110524,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-24,2011-05-30,1
20110517,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-17,2011-05-23,1
20110510,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-10,2011-05-16,1
20110503,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-03,2011-05-09,1
20110426,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-26,2011-05-02,1
20110419,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-19,2011-04-25,1
20110412,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-12,2011-04-18,1
20110405,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-05,2011-04-11,1
20110329,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-29,2011-04-04,1
20110322,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-22,2011-03-28,1
20110315,WA,87.75,12.25,0.00,0.00,0.00,0.00,2011-03-15,2011-03-21,1
20110308,WA,87.75,12.25,0.00,0.00,0.00,0.00,2011-03-08,2011-03-14,1
20110301,WA,87.75,12.25,0.00,0.00,0.00,0.00,2011-03-01,2011-03-07,1
20110222,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-22,2011-02-28,1
20110215,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-15,2011-02-21,1
20110208,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-08,2011-02-14,1
20110201,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-01,2011-02-07,1
20110125,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-25,2011-01-31,1
20110118,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-18,2011-01-24,1
20110111,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-11,2011-01-17,1
20110104,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-04,2011-01-10,1
20101228,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-28,2011-01-03,1
20101221,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-21,2010-12-27,1
20101214,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-14,2010-12-20,1
20101207,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-07,2010-12-13,1
20101130,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-30,2010-12-06,1
20101123,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101116,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-16,2010-11-22,1
20101109,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-09,2010-11-15,1
20101102,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-02,2010-11-08,1
20101026,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-26,2010-11-01,1
20101019,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-19,2010-10-25,1
20101012,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-12,2010-10-18,1
20101005,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-05,2010-10-11,1
20100928,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-28,2010-10-04,1
20100921,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-21,2010-09-27,1
20100914,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-14,2010-09-20,1
20100907,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-07,2010-09-13,1
20100831,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-31,2010-09-06,1
20100824,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-24,2010-08-30,1
20100817,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-17,2010-08-23,1
20100810,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-10,2010-08-16,1
20100803,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-03,2010-08-09,1
20100727,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-27,2010-08-02,1
20100720,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100713,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100706,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100629,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100622,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100615,WA,97.58,2.42,0.00,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100608,WA,97.58,2.42,0.00,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100601,WA,51.35,48.65,2.33,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100525,WA,51.35,48.65,4.65,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100518,WA,51.35,48.65,6.21,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100511,WA,51.20,48.80,6.21,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100504,WA,43.47,56.53,6.21,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100427,WA,43.47,56.53,6.21,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100420,WA,41.99,58.01,6.21,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100413,WA,42.68,57.32,6.08,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100406,WA,41.41,58.59,6.08,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100330,WA,41.41,58.59,6.08,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100323,WA,16.82,83.18,6.08,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100316,WA,16.82,83.18,7.47,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100309,WA,13.54,86.46,7.47,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,WA,23.38,76.62,16.43,3.95,0.00,0.00,2010-03-02,2010-03-08,1
20100223,WA,23.38,76.62,17.02,5.47,0.00,0.00,2010-02-23,2010-03-01,1
20100216,WA,23.38,76.62,16.00,5.47,0.00,0.00,2010-02-16,2010-02-22,1
20100209,WA,45.95,54.05,16.00,5.47,0.00,0.00,2010-02-09,2010-02-15,1
20100202,WA,47.91,52.09,16.00,5.47,0.00,0.00,2010-02-02,2010-02-08,1
20100126,WA,48.01,51.99,16.00,6.42,0.00,0.00,2010-01-26,2010-02-01,1
20100119,WA,48.01,51.99,16.00,6.42,0.00,0.00,2010-01-19,2010-01-25,1
20100112,WA,43.49,56.51,17.55,7.82,0.00,0.00,2010-01-12,2010-01-18,1
20100105,WA,43.49,56.51,17.55,7.82,0.00,0.00,2010-01-05,2010-01-11,1
20091229,WA,43.49,56.51,17.55,7.82,0.00,0.00,2009-12-29,2010-01-04,1
20210727,WY,2.16,97.84,92.83,61.01,33.47,0.08,2021-07-27,2021-08-02,1
20210720,WY,2.31,97.69,87.55,57.75,33.47,0.08,2021-07-20,2021-07-26,1
20210713,WY,2.52,97.48,83.88,54.94,16.84,0.08,2021-07-13,2021-07-19,1
20210706,WY,2.50,97.50,83.91,55.05,9.58,0.00,2021-07-06,2021-07-12,1
20210629,WY,2.44,97.56,83.94,53.10,8.98,0.00,2021-06-29,2021-07-05,1
20210622,WY,2.40,97.60,78.65,42.36,8.74,0.00,2021-06-22,2021-06-28,1
20210615,WY,7.91,92.09,72.94,31.29,6.32,0.00,2021-06-15,2021-06-21,1
20210608,WY,9.76,90.24,72.28,27.12,6.32,0.00,2021-06-08,2021-06-14,1
20210601,WY,10.89,89.11,68.06,24.28,1.98,0.00,2021-06-01,2021-06-07,1
20210525,WY,10.89,89.11,66.56,24.87,1.98,0.00,2021-05-25,2021-05-31,1
20210518,WY,10.89,89.11,70.75,27.15,2.01,0.00,2021-05-18,2021-05-24,1
20210511,WY,10.54,89.46,80.73,33.81,3.74,0.00,2021-05-11,2021-05-17,1
20210504,WY,5.39,94.61,81.74,44.98,5.20,0.00,2021-05-04,2021-05-10,1
20210427,WY,5.40,94.60,84.79,44.90,5.97,0.00,2021-04-27,2021-05-03,1
20210420,WY,6.60,93.40,83.71,41.01,5.97,0.00,2021-04-20,2021-04-26,1
20210413,WY,2.71,97.29,80.68,46.49,18.39,0.00,2021-04-13,2021-04-19,1
20210406,WY,1.44,98.56,72.50,46.77,18.44,0.00,2021-04-06,2021-04-12,1
20210330,WY,2.16,97.84,71.09,46.69,18.44,0.00,2021-03-30,2021-04-05,1
20210323,WY,3.69,96.31,71.09,46.69,19.33,0.00,2021-03-23,2021-03-29,1
20210316,WY,2.26,97.74,71.46,46.87,19.33,0.00,2021-03-16,2021-03-22,1
20210309,WY,2.23,97.77,86.57,59.56,20.35,0.00,2021-03-09,2021-03-15,1
20210302,WY,2.23,97.77,91.25,59.83,20.54,0.00,2021-03-02,2021-03-08,1
20210223,WY,2.21,97.79,91.25,60.97,22.71,0.00,2021-02-23,2021-03-01,1
20210216,WY,2.21,97.79,91.25,63.59,24.80,0.00,2021-02-16,2021-02-22,1
20210209,WY,2.21,97.79,91.25,68.19,28.84,0.00,2021-02-09,2021-02-15,1
20210202,WY,2.21,97.79,91.25,69.36,30.31,0.00,2021-02-02,2021-02-08,1
20210126,WY,4.21,95.79,89.84,68.15,25.78,0.00,2021-01-26,2021-02-01,1
20210119,WY,4.21,95.79,88.89,54.36,25.78,0.36,2021-01-19,2021-01-25,1
20210112,WY,4.26,95.74,88.24,54.24,25.78,0.36,2021-01-12,2021-01-18,1
20210105,WY,4.26,95.74,87.47,54.22,25.78,0.36,2021-01-05,2021-01-11,1
20201229,WY,4.27,95.73,87.44,54.22,25.78,0.36,2020-12-29,2021-01-04,1
20201222,WY,4.27,95.73,87.44,54.22,25.78,0.36,2020-12-22,2020-12-28,1
20201215,WY,4.27,95.73,87.44,54.22,25.78,0.36,2020-12-15,2020-12-21,1
20201208,WY,4.27,95.73,87.44,55.77,25.78,0.36,2020-12-08,2020-12-14,1
20201201,WY,4.22,95.78,87.44,55.77,25.78,0.36,2020-12-01,2020-12-07,1
20201124,WY,4.25,95.75,87.44,55.77,25.78,0.36,2020-11-24,2020-11-30,1
20201117,WY,4.25,95.75,88.06,56.95,25.78,0.36,2020-11-17,2020-11-23,1
20201110,WY,2.95,97.05,88.07,57.99,25.79,0.36,2020-11-10,2020-11-16,1
20201103,WY,2.95,97.05,88.07,57.99,25.79,0.36,2020-11-03,2020-11-09,1
20201027,WY,2.96,97.04,88.07,57.99,25.79,0.00,2020-10-27,2020-11-02,1
20201020,WY,2.96,97.04,89.77,59.49,26.69,0.00,2020-10-20,2020-10-26,1
20201013,WY,2.96,97.04,89.77,59.49,26.63,0.00,2020-10-13,2020-10-19,1
20201006,WY,2.96,97.04,87.61,56.99,21.90,0.00,2020-10-06,2020-10-12,1
20200929,WY,2.94,97.06,80.82,50.31,21.32,0.00,2020-09-29,2020-10-05,1
20200922,WY,3.15,96.85,75.93,48.02,19.61,0.00,2020-09-22,2020-09-28,1
20200915,WY,6.67,93.33,72.45,47.92,19.24,0.00,2020-09-15,2020-09-21,1
20200908,WY,6.67,93.33,74.08,48.10,20.72,0.00,2020-09-08,2020-09-14,1
20200901,WY,7.39,92.61,73.83,40.81,9.82,0.00,2020-09-01,2020-09-07,1
20200825,WY,7.91,92.09,73.47,38.36,5.44,0.00,2020-08-25,2020-08-31,1
20200818,WY,7.91,92.09,70.89,35.16,5.44,0.00,2020-08-18,2020-08-24,1
20200811,WY,9.10,90.90,73.69,35.19,5.44,0.00,2020-08-11,2020-08-17,1
20200804,WY,12.10,87.90,70.23,35.04,5.44,0.00,2020-08-04,2020-08-10,1
20200728,WY,13.80,86.20,68.95,35.04,5.44,0.00,2020-07-28,2020-08-03,1
20200721,WY,14.42,85.58,55.28,14.66,1.21,0.00,2020-07-21,2020-07-27,1
20200714,WY,20.95,79.05,48.64,6.65,0.00,0.00,2020-07-14,2020-07-20,1
20200707,WY,27.41,72.59,48.52,5.59,0.00,0.00,2020-07-07,2020-07-13,1
20200630,WY,26.25,73.75,52.41,1.15,0.00,0.00,2020-06-30,2020-07-06,1
20200623,WY,24.66,75.34,52.57,1.15,0.00,0.00,2020-06-23,2020-06-29,1
20200616,WY,24.29,75.71,40.62,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200609,WY,24.78,75.22,17.03,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200602,WY,26.08,73.92,1.94,0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200526,WY,74.07,25.93,1.85,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200519,WY,74.07,25.93,1.85,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200512,WY,77.76,22.24,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200505,WY,82.74,17.26,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200428,WY,98.23,1.77,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200421,WY,98.23,1.77,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200414,WY,98.23,1.77,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200407,WY,98.23,1.77,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200331,WY,98.23,1.77,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200324,WY,98.72,1.28,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200317,WY,98.72,1.28,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200310,WY,98.72,1.28,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200303,WY,98.72,1.28,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200225,WY,98.72,1.28,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200218,WY,96.44,3.56,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200211,WY,92.62,7.38,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200204,WY,74.83,25.17,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200128,WY,73.86,26.14,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200121,WY,73.86,26.14,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200114,WY,77.96,22.04,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200107,WY,77.96,22.04,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20191231,WY,75.13,24.87,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191224,WY,85.02,14.98,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,WY,85.02,14.98,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,WY,84.84,15.16,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191203,WY,84.97,15.03,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191126,WY,84.86,15.14,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191119,WY,84.90,15.10,0.00,0.00,0.00,0.00,2019-11-19,2019-11-25,1
20191112,WY,85.44,14.56,0.00,0.00,0.00,0.00,2019-11-12,2019-11-18,1
20191105,WY,85.32,14.68,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,WY,85.32,14.68,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,WY,79.93,20.07,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,WY,85.48,14.52,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,WY,85.48,14.52,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,WY,78.97,21.03,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,WY,78.97,21.03,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,WY,78.97,21.03,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,WY,77.27,22.73,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,WY,77.27,22.73,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,WY,91.02,8.98,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,WY,91.01,8.99,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,WY,91.01,8.99,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,WY,91.01,8.99,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,WY,91.84,8.16,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,WY,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,WY,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,WY,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,WY,99.40,0.60,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,WY,99.40,0.60,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,WY,99.40,0.60,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,WY,96.25,3.75,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,WY,96.25,3.75,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,WY,95.42,4.58,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,WY,87.41,12.59,1.75,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,WY,87.41,12.59,1.75,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,WY,84.58,15.42,1.75,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,WY,85.26,14.74,1.63,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,WY,79.21,20.79,2.03,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,WY,78.32,21.68,4.01,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,WY,68.50,31.50,4.84,0.00,0.00,0.00,2019-04-09,2019-04-15,1
